Rank,Name,Symbol,Price,Market Cap,FDV,24h Change (%),7 Days Change (%),1h Change (%),Volume ($)
,Paxe,PAXE,$2.59,"$258,882,526",,11.8,-58.208,-1.147,594361.0
3650,Hakka Finance,HAKKA,$0.002029,"$1,049,732",,0.5,-0.218,0.072,593453.0
3652,Asteroid Shiba,ASTEROID,"$29,843.23","$592,101",,0.5,-29.117,-5.416,592101.0
3653,DGI Game,DGI,$0.0006006,"$600,804",,16.2,-34.43,-0.088,591858.0
3649,VersaGames,VERSA,$0.00509,"$1,628,682",,0.5,-2.838,,591585.0
1226,Equalizer DEX,EQUAL,$11.38,"$15,926,565",64572192.0,11.3,-11.357,0.188,590918.0
377,Bitcoin Wizards,WZRD,$6.37,"$133,653,605",133653605.0,4.3,10.141,-0.47,590874.0
,Quant AI,QAI,"$2,311.46",,,2.7,1.089,,590030.0
895,GameFi.org,GAFI,$2.87,"$31,390,400",42890799.0,5.2,-0.063,-0.504,589499.0
3654,Yel.Finance,YEL,$0.002098,"$589,242",,16.3,-3.63,-0.921,589242.0
,Kenda,KNDA,"$105,350",,,0.2,0.051,0.066,589239.0
3656,Cat,CAT,"$24,242.62","$810,145",,9.9,-11.483,0.402,588226.0
3719,AANN.ai,AN,$60.06,"$986,461",,,,,587432.0
3655,PacMoon,PAC,$0.0006022,"$602,161",,3.3,1.281,-1.024,587107.0
,GROK CEO,GROKCEO,"$2,244.44",,,3.5,2.655,-0.552,586747.0
3661,KOI,KOI,$0.0005869,"$586,205",,11.6,-50.373,-6.086,586205.0
,CryptoXpress,XPRESS,$0.05856,,,8.0,7.231,0.195,585599.0
3657,PlotX,PLOT,$0.00561,"$1,122,490",,1.2,1.528,-0.556,585490.0
,Polkagold,PGOLD,$0.05842,,,0.1,-6.968,-0.636,584068.0
3660,Metchain,MET,$0.02843,"$1,022,330",,2.3,-6.14,0.161,583925.0
,Pawthereum,PAWTH,$0.0005838,,,0.7,-4.386,,583754.0
3786,MOOI Network,MOOI,$0.02195,"$21,946,913",,,,,582280.0
3658,Degens With Attitude,DWA,$0.0005821,"$582,085",,26.6,-69.393,-6.523,582085.0
3664,BlockWallet,BLANK,$0.01399,"$1,748,887",,12.6,5.49,3.879,581851.0
3662,Changex,CHANGE,$0.002886,"$1,149,227",,0.4,1.187,0.134,581845.0
,Multichain (BSC),MULTI,$0.1251,,,0.2,-0.21,-0.052,581636.0
,MY DOG IS THE DEV,DEV,$0.0005825,,,2.1,-35.284,0.265,581601.0
,Lumi Finance LUAUSD,LUAUSD,$0.9997,,,0.4,0.137,0.02,581118.0
3659,Fractal,FCL,$0.004739,"$1,152,324",,16.7,-8.338,-1.081,580915.0
3666,ROCK,ROCK,$0.0005705,"$580,498",,17.2,-10.987,-0.725,580498.0
3668,VIX777,VIX,$0.0005801,"$580,102",,12.1,24.417,-0.971,580102.0
3665,Sanin,SANIN,"$228,890","$579,905",,16.1,-75.683,12.3,579905.0
3670,PAC Project,PAC,$0.01035,"$4,598,471",,2.5,19.397,-0.149,579867.0
3669,Conic,CNC,$0.1088,"$817,780",,5.4,-10.159,0.035,579414.0
,Based Street Bets,BSB,"$1,578.46",,,1.2,1.175,-0.659,577909.0
,Red Pill,RPILL,"$47,469.37",,,1.7,13.201,14.002,577593.0
,CoinBot,COINBT,$0.5778,,,7.4,-18.879,-1.852,577525.0
3663,NFTb,NFTB,$0.001857,"$1,348,561",,3.0,-26.258,-1.171,577373.0
3671,Eldarune,ELDA,$0.002949,"$1,746,984",,0.6,-5.585,0.03,576969.0
,GMEOW (Hyperliquid),GMEOW,$0.0005772,,,3.1,50.534,0.052,576053.0
3667,Traxx,TRAXX,$0.002358,"$825,340",,0.1,7.638,-0.821,575298.0
,NODE (Ordinals),NODE,$0.02739,,,4.6,1.313,,575192.0
3672,MollarsToken,MOLLARS,$0.0826,"$682,509",,2.7,6.892,-1.362,575130.0
,Candle AI,CNDL,$0.00574,,,25.7,-25.08,-3.452,573709.0
,remilio,REMILIO,$0.0005791,,,0.6,-26.816,1.251,572492.0
3676,MyanCat Coin,MYAN,$0.0005706,"$571,944",,0.8,-0.116,-0.223,571944.0
3675,TAIKAI,TKAI,$0.007433,"$2,230,385",,0.4,5.297,-0.694,571877.0
,X7R,X7R,$0.005712,,,11.8,-10.165,-0.963,571836.0
,AI Community,AI,$0.0005709,,,4.4,-3.566,-1.18,570816.0
3677,Pakcoin,PAK,$0.006869,"$1,268,088",,9.4,35.208,-3.444,570516.0
3674,DOTZ,DOTZ,$0.001899,"$1,576,693",,3.1,-1.427,-1.409,569730.0
,WeGro,WEGRO,$0.0001234,,,,,,569705.0
,Perpex,PERPX,$0.0005695,,,,,,569476.0
3681,Spore,SPORE,$37.38,"$569,307",,2.7,5.392,0.218,569307.0
,Crypto Lemon,LEMN,$0.0005689,,,0.0,5.167,0.286,568882.0
3678,Lympo,LYM,$0.000673,"$673,729",,0.5,-30.37,-0.855,568290.0
3680,VPS Ai,VPS,$0.006452,"$645,205",,1.2,-2.498,-0.951,568052.0
3686,MEDUSA,MEDUSA,$0.000568,"$567,974",,36.3,-91.529,-7.499,567974.0
3679,Resistance Girl,REGI,$0.005661,"$567,457",,7.4,-32.546,-1.076,567457.0
,MemePad,MEPAD,$0.001416,,,1.7,0.743,-0.197,566605.0
,VoldemortTrumpRobotnik-10Neko,ETHEREUM,$0.0005665,,,4.2,-22.687,-0.816,566490.0
,InnoviaTrust,INVA,$0.005664,,,,,,566443.0
3684,UDAO,UDAO,$0.1411,"$28,226,139",,0.7,-3.645,0.171,566408.0
3685,Goatseus Poppimus,POPGOAT,$0.0005309,"$566,167",,77.3,,3.818,566167.0
,Wrapped Neon,WNEON,$0.4152,,,0.8,3.001,-1.476,565927.0
3682,Starcoin,STC,$0.001727,"$565,453",,1.1,6.837,-0.955,565453.0
,Weft Finance,WEFT,$0.005648,,,10.1,-0.512,-5.274,564754.0
3687,Dechat,DECHAT,$0.1525,"$3,812,943",,8.5,-6.397,0.973,564620.0
,Ethscriptions,ETHS,$1.31,,,15.2,18.907,-0.449,564132.0
,Echo Of The Horizon,EOTH,$0.004782,,,9.8,-24.784,0.249,563908.0
3688,cig,CIG,$0.0005601,"$563,257",,9.8,63.992,1.123,563257.0
,Mantle Bridged WBTC (Mantle),WBTC,"$71,550.20","$15,883,603",,0.1,8.044,-0.344,562971.0
,Biao Coin,BIAO,$0.00005628,,,7.9,-19.836,-1.871,562807.0
750,Elastos,ELA,$1.88,"$41,867,995",48243546.0,3.2,4.169,0.603,562325.0
,MicroPets,PETS,$0.00005621,,,6.5,-3.274,-0.421,562101.0
,BitMinerX,BMX,$0.007559,,,0.8,2.106,-0.38,562049.0
3689,dak,DAK,$0.0005617,"$561,162",,29.5,-44.596,-5.244,561162.0
3691,Roobee,ROOBEE,$0.0004636,"$2,508,165",,2.7,-13.035,0.01,559454.0
3693,Wiz,WIZ,$0.0005802,"$559,257",,15.2,,-0.974,559257.0
3692,Spain National Football Team Fan Token,SNFT,$0.02454,"$559,183",,2.2,16.402,1.045,559183.0
,Magic Internet Cash,MIC,$0.0005586,,,12.2,52.467,-1.141,558739.0
3695,Dtec token,DTEC,$0.0622,"$21,073,294",,3.8,-0.527,0.021,558584.0
3694,Transhuman Coin,THC,$0.00008173,"$558,284",,1.6,1.294,0.095,558284.0
3690,Skill Issue,SKILL,$0.0005576,"$557,342",,2.0,4.436,-1.485,557342.0
,Circularity Finance,CIFI,$0.2229,,,20.3,-48.045,-0.939,557342.0
,GoWrap,GWGW,$0.000265,,,4.1,-17.15,-0.004,556755.0
206,Stader ETHx,ETHX,"$2,802.63","$338,272,798",338272798.0,2.1,5.247,-0.678,555249.0
3696,ZMINE,ZMN,$0.01077,"$554,614",,0.3,1.386,-0.071,554614.0
3699,Sonne Finance,SONNE,$0.006799,"$679,689",,3.2,1.984,0.255,551427.0
,Zelwin,ZLW,$0.00184,,,1.9,0.645,0.09,551132.0
3702,Tidex,TDX,$0.05506,"$5,506,167",,7.3,19.771,-0.051,550617.0
3755,IMVU,VCORE,$0.0005355,"$4,284,134",,,,,550371.0
,Cardano Crocs Club,C4,$0.0003291,,,3.1,-10.958,-0.637,549425.0
3697,Smoke The Ticker,SMOKE,$0.0005493,"$549,296",,9.8,-15.116,2.251,549296.0
,Ellipsis X,EPX,$0.00004425,,,5.6,-9.482,-0.452,549244.0
3706,Materium,MTRM,$0.02906,"$548,701",,23.7,-14.783,-0.354,548701.0
2544,LandX Governance Token,LNDX,$0.28,"$2,211,993",18829480.0,1.1,4.085,-1.581,548489.0
,CheersLand,CHEERS,$0.005473,,,3.1,-0.667,-1.601,548134.0
,OpenXSwap,OPENX,$0.03307,,,2.9,18.042,-0.968,548105.0
3701,StareCat,HELIA,$0.0005499,"$547,881",,17.4,14.52,-7.573,547881.0
3700,SmartCredit,SMARTCREDIT,$0.265,"$6,623,883",,,,,546893.0
,Jaiho Crypto,JAIHO,$0.001095,,,5.9,5.117,0.154,546815.0
3707,BlackPool,BPT,$0.03896,"$2,025,825",,3.5,-3.651,-0.376,545934.0
,Davincigraph,DAVINCI,$0.006062,,,16.4,-20.653,-12.233,545560.0
,Pulse Inu,PINU,"$1,310.53",,,3.0,33.607,-0.5,544961.0
3708,Edu3Labs,NFE,$0.01031,"$9,310,320",,3.7,-13.035,-0.397,544306.0
1219,Camelot Token,GRAIL,$888.64,"$16,337,396",72925388.0,1.6,4.462,-0.345,543839.0
3714,Modern Innovation Network Token,MINX,$0.1965,"$6,878,752",,1.3,-7.967,0.037,542268.0
,Towelie,TOWELI,$0.0005771,,,18.5,-17.821,-0.925,542151.0
3709,Catgirl,CATGIRL,"$4,141.21","$558,768",,2.6,-0.398,0.266,541886.0
3710,Estee,ESTEE,"$62,662.97","$541,538",,35.9,-59.962,-7.855,541538.0
3712,Flourishing AI,AI,$0.02284,"$1,256,232",,9.9,-21.728,3.062,541330.0
,Eris Staked Kuji,AMPKUJI,$0.4304,,,2.8,-7.578,-0.34,540880.0
3769,Leverj Gluon,L2,$0.002465,"$540,293",,,,,540293.0
,ShadowGold,SDG,$0.005392,,,0.2,-1.955,-0.641,539180.0
,MOG,MOG,$0.0005403,,,15.7,17.912,-1.035,539131.0
3705,Market Dominance,MD,$0.0009804,"$538,998",,17.7,,-3.106,538998.0
3720,Metafluence,METO,$0.0002981,"$1,437,248",,1.6,1.125,-0.166,538968.0
3717,88mph,MPH,$0.4508,"$711,864",,9.0,-1.643,-2.923,538472.0
3716,EXMO Coin,EXM,$0.007907,"$3,705,139",,0.1,-0.716,-0.727,538366.0
,Oracle Meta Technologies,OMT,$0.02279,,,0.8,0.434,0.375,538248.0
,ICE LAND on ETH,ICELAND,"$7,830.50",,,1.9,-21.949,-0.941,538179.0
3715,EurocoinToken,ECTE,$0.09881,"$9,881,370",,0.6,6.607,0.0,537402.0
3718,Cheems CTO,CHEEMS,"$401,632","$536,417",,9.7,-25.981,-0.034,536417.0
,AlitaAI,ALITA,"$1,272.88",,,0.3,1.714,1.167,536364.0
3721,Tranche Finance,SLICE,$0.03073,"$614,761",,2.5,0.79,-0.369,535437.0
,Cradles,CRDS,$0.00178,,,6.4,-9.154,0.029,534230.0
3723,Thief Cat,NAMI,$0.0005629,"$533,623",,36.7,99.722,-1.105,533623.0
3728,Space Token,SPACE,$0.008551,"$2,757,644",,0.5,-1.21,0.179,532761.0
3724,Fluffington,FLUFFI,$0.0005325,"$532,517",,12.3,-11.194,-0.979,532517.0
3726,TETU,TETU,$0.001239,"$642,872",,0.6,8.195,-0.091,532326.0
,STUPID•SILLY•CAT (Runes),SILLY,$0.0005323,,,16.7,8.881,-6.743,532259.0
,OpenSky Finance,OSKY,$0.005309,,,9.9,-9.586,0.064,532129.0
3740,Suilama,SUILAMA,$0.00005146,"$531,601",,12.1,-49.735,-11.125,531601.0
,Boysclubbase,$BOYS,$0.005355,,,2.2,-13.786,0.109,531122.0
,Coop Coin,COOP,$0.02528,,,0.6,-0.79,0.161,531069.0
3731,ELYFI,ELFI,$0.01043,"$1,042,590",,2.3,-0.539,0.638,530778.0
3685,Goatseus Poppimus,POPGOAT,$0.0005309,"$530,509",,77.3,,3.818,530515.0
,BabySOL,BABYSOL,$0.007629,,,5.8,-14.325,-0.477,530025.0
3730,MANE,MANE,$0.01551,"$634,307",,5.4,0.472,1.162,529501.0
,Coding Dino,DINO,$0.00005292,,,0.1,1.007,-1.681,529235.0
3727,MyToken,MT,$0.0002791,"$1,116,563",,,,,529171.0
3733,Yieldification,YDF,$0.0005647,"$698,742",,4.5,4.442,-0.523,528556.0
3732,Civfund Stone,0NE,$206.34,"$528,202",,2.6,-3.806,-1.056,528200.0
,Metababy,BABY,$0.0005278,,,5.6,-3.03,-1.067,528141.0
,Legion Network,LGX,$0.0006522,,,2.5,-14.575,-0.219,528059.0
,PAWZONE,PAW,"$59,501.50",,,2.2,0.535,-0.058,528013.0
3744,Fringe Finance,FRIN,$0.0005272,"$527,595",,2.2,-3.72,1.491,527595.0
3793,Denarius,D,$0.05901,"$590,063",,,,,527512.0
,Fantom Eco,ECO,$0.5269,,,5.6,-4.781,-1.528,527219.0
3734,Baby Pepe,BABYPEPE,"$5,465.18","$527,202",,10.1,-25.378,0.111,527202.0
,go fu*k yourself.,GFY,"$52,678.37",,,5.2,-6.204,10.641,526946.0
3735,Wigl,WIGL,$0.1028,"$9,648,443",,1.3,1.654,-0.881,526913.0
3737,DAOhaus,HAUS,$0.5267,"$526,737",,1.2,-3.305,-0.002,526737.0
,Unibit,UIBT,$0.0005326,,,6.3,72.302,-0.711,526566.0
3736,Codex Multichain,CODEX,$0.005263,"$526,300",,1.9,-5.486,-1.058,526300.0
3739,MeowCat,MEOW,$0.005296,"$526,202",,9.4,-15.83,-0.774,526202.0
,BabyDojo,BABYDOJO,$0.0001252,,,11.2,-34.744,-0.675,525846.0
3743,No1 tiktok frog (Omochi),OMOCHI,$0.0005257,"$525,661",,1.6,-4.905,-0.429,525661.0
3738,Boshi,BOSHI,$0.0005337,"$525,575",,0.8,-7.862,-1.021,525575.0
3742,Rockswap,ROCK,$0.05569,"$525,302",,26.3,22.107,-1.557,525302.0
,Tokan,TKN,$0.0003107,,,41.8,-99.362,1.993,525231.0
,UnleashClub,UNLEASH,$0.00005251,,,0.9,3.34,-0.001,525021.0
3745,MEW WOOF DAO,MWD,$0.000523,"$524,633",,3.1,-3.067,-0.002,524633.0
3729,Kalijo,SEED,$0.2831,"$1,712,471",,3.0,-17.246,-0.864,523917.0
,Ponk,PONK,"$4,786.01",,,9.0,-26.586,0.637,523677.0
3741,Biaoqing TRON,BIAO,$0.0005233,"$523,349",,32.4,19.998,-0.216,523349.0
,Wrapped Flow,WFLOW,$0.5508,,,2.4,0.837,0.673,523101.0
3754,Fuku-Kun,FUKU,"$321,320","$522,965",,2.2,-16.02,0.79,522965.0
,DystoWorld AI,DYSTO,$0.004352,,,0.0,6.812,0.502,522395.0
,Magic Crystal,MC,$0.5203,,,3.3,-13.111,-0.585,522154.0
,Pi Network,PI,$56.04,,,0.5,36.739,0.906,522045.0
,Speedy,SPEEDY,"$7,432.32",,,4.1,-2.027,-1.299,521534.0
,Kingdomverse,KING,$0.0005214,,,1.0,-6.641,-2.336,521440.0
3747,LIZA,LIZA,$0.0007013,"$521,158",,2.2,-18.956,,521158.0
3746,Onigchi,ONIGCHI,$0.0005205,"$520,894",,3.9,-40.468,6.721,520894.0
584,YES Money,YES,$3.74,"$69,725,842",310312125.0,3.3,6.745,0.989,520764.0
,Chiliz Inu,CHZINU,$0.000052,,,7.2,-32.269,-0.691,519430.0
3750,pNetwork,PNT,$0.005872,"$517,991",,6.0,5.776,-0.076,517681.0
3753,YAM,YAM,$0.03492,"$530,754",,6.0,-0.174,-0.003,517671.0
3748,CHIPI,CHIPI,$0.0005191,"$517,459",,6.2,14.684,-0.913,517459.0
3751,Briun Armstrung,BRIUN,$0.0006492,"$517,064",,17.7,-3.14,-1.774,517064.0
,Atomicals,ATOMARC20,$1.30,"$27,602,261",,20.6,28.022,-0.563,516730.0
,Pax Unitas,PAXU,"$22,298.73",,,0.3,548.173,-1.188,516577.0
3756,RoboHero,ROBO,$0.001667,"$1,665,541",,0.7,7.279,0.048,515922.0
3757,Wanaka Farm,WANA,$0.002972,"$1,485,985",,0.3,-0.078,0.435,515743.0
3763,KleeKai,KLEE,$18.78,"$514,658",,,,,514658.0
3758,Young Boys Fan Token,YBO,$0.2357,"$1,179,190",,0.2,-17.463,0.067,514537.0
,UNIFI,UNIFI,$10.96,"$230,339,203",,0.3,5.667,-0.418,514079.0
,0xScans,SCAN,$0.005136,,,1.7,1.373,-0.925,512907.0
,Meter.io Staked MTRG,STMTRG,$0.3175,,,,,,512778.0
,Holdium,HM,$0.0005123,,,2.8,-2.698,-0.16,512771.0
1178,Luckycoin,LKY,$1.35,"$17,165,241",26944033.0,11.6,,-0.421,511694.0
3749,KING,KING,"$18,606.49","$510,007",,25.2,-33.027,-2.989,510007.0
3760,Cramer Coin,$CRAMER,$0.000602,"$601,965",,5.9,16.147,-0.689,509619.0
3764,DONT coin,DONT,$0.0005126,"$509,132",,15.3,,-0.499,509132.0
3766,The Rug Game,TRG,$375.60,"$509,033",,0.8,0.263,0.192,509033.0
,Karmaverse,KNOT,$0.002425,,,3.7,3.737,1.674,508849.0
3761,Magicaltux,TUX,$0.0005088,"$508,708",,5.4,1.033,-1.07,508708.0
3759,Just a Black Rock on Base,ROCK,$0.00005088,"$508,665",,2.3,-9.04,-1.17,508665.0
3767,UTYABSWAP,UTYAB,$0.0005075,"$507,531",,6.5,4.438,-0.372,507531.0
3768,InsightX,INX,$0.002472,"$618,410",,10.2,-15.049,-1.058,507528.0
3703,SolARBa,SOLARBA,$0.8215,"$506,804",,29.3,-33.139,-8.504,506804.0
3765,HahaYes,RIZO,"$25,142.00","$505,792",,13.4,-31.343,3.058,505792.0
,ETH 2.0,ETH 2.0,"$13,157.89",,,,,,503288.0
,Mind Matrix,AIMX,"$11,468.84",,,2.7,-20.498,-0.316,503139.0
,IRON Titanium,TITAN,"$54,213.48",,,3.9,1.495,0.1,502684.0
3781,Gameflip,FLP,$0.008909,"$890,927",,,,,502483.0
,IUCN Coin,IUCN,$0.0002524,,,1.1,0.223,0.856,502393.0
3772,Pandacoin,PND,$0.00001419,"$502,374",,12.2,24.304,2.434,502374.0
3783,Based Beast Coin,BEAST,$0.05022,"$502,233",,21.3,,1.247,502233.0
3771,BRLA Digital BRLA,BRLA,$0.1737,"$502,190",,0.5,0.186,-0.224,502190.0
3780,Revolt 2 Earn,RVLT,$1.35,"$504,810",,,,,502085.0
,Travelers Token,TRV,$0.001132,,,0.1,-1.773,-0.055,502081.0
3782,Robo Inu Finance,RBIF,$252.03,"$867,926",,,,,501943.0
3762,IOI Token,IOI,$0.0135,"$507,473",,1.6,-5.998,-0.803,501856.0
,Apple Cat,$ACAT,$0.0005024,,,15.7,-7.552,12.861,501578.0
,Bitenium,BT,$0.001003,,,0.1,0.09,-0.002,501537.0
3774,SAVAGE,SAVG,$0.001044,"$1,045,460",,0.3,-10.187,-0.268,501359.0
3777,Shockwaves,NEUROS,$0.01391,"$1,391,644",,8.0,-22.883,-0.545,501315.0
3778,Web3Games.com Token,WGT,$0.001313,"$1,317,560",,8.1,16.481,-0.043,501050.0
3775,$WEN (Stacks),WEN,$0.0005955,"$500,159",,27.9,85.899,-0.963,500159.0
3776,Scalia Infrastructure,SCALE,$0.005151,"$515,328",,0.2,7.555,-0.906,500000.0
3773,Sombra,SMBR,$0.009971,"$498,528",,,,,498528.0
,Wojak Mask,MASK,"$20,230.09",,,1.3,8.936,-0.943,498344.0
3788,Sui Monster,SUIMON,$0.00004951,"$498,117",,30.4,,-7.101,498117.0
3779,Catheon Gaming,CATHEON,$0.0003109,"$3,109,301",,1.5,-4.246,-0.337,497572.0
,SoBULL,SOBULL,$0.0004956,,,2.1,-25.284,-1.53,496735.0
,O.XYZ,O,$1.01,"$8,069,842,775",,0.4,0.343,-0.006,496647.0
,FORTUNE FAVOURS THE BRAVE,FFTB,"$2,410.82",,,1.1,1.918,-0.362,496618.0
,MEME GOATSTX,GOATSTX,$0.00009921,,,9.5,17.784,-2.995,496070.0
749,Peapods Finance,PEAS,$4.23,"$42,077,793",42077793.0,2.7,4.79,-0.921,495623.0
3784,Restake Finance,RSTK,$0.01294,"$1,295,060",,3.3,5.135,-0.994,495442.0
3785,RUNEVM,RUNEVM,$0.02358,"$495,406",,2.6,4.994,-1.125,495406.0
,Speculate,SPEC,$0.495,,,2.3,2.024,,494959.0
3787,NFTFI,NFTFI,$0.002976,"$5,953,221",,1.9,28.338,-0.342,494702.0
,WYscale,WYS,$9.64,"$16,066,754",,0.7,-0.571,-0.452,494191.0
,Maxwell the spinning cat,CAT,$0.0004935,,,1.1,-5.894,-0.797,494069.0
,AltSignals,ASI,$0.00223,,,5.0,-17.57,0.181,493362.0
,Book Of Bitcoin,BOOB,$0.00004936,,,7.1,-6.646,7.899,493357.0
3791,Sumokoin,SUMO,$0.00786,"$698,706",,2.6,-12.077,0.122,493157.0
3790,PREME Token,PREME,$0.005258,"$1,279,500",,2.4,6.138,-0.994,492495.0
,UPMAX,MAX,$0.01365,,,1.9,3.889,-0.609,491986.0
,Satellite Doge-1 Mission,DOGE-1,$0.0004908,,,5.6,36.98,-0.8,491294.0
3789,SparkPoint,SRK,$0.00004779,"$625,871",,2.6,-2.78,-0.469,490999.0
,Salvor,ART,$0.03067,,,4.1,-6.196,-0.609,490768.0
,$REKT,REKT,$0.003922,,,4.5,-12.512,-0.547,490188.0
,CeDeFiAi,CDFI,$0.2205,,,0.0,0.87,0.123,490055.0
,Bit Hotel,BTH,$0.0004892,,,5.6,-21.568,1.715,489232.0
3794,Investin,IVN,$0.1669,"$1,501,892",,2.4,4.999,-1.225,488949.0
3792,Sao Paulo FC Fan Token,SPFC,$0.1507,"$3,015,248",,9.4,-11.627,0.744,488934.0
3796,XCeption,XCEPT,$0.0004885,"$488,762",,0.1,0.738,-0.951,488762.0
,TrendAppend,TRND,$0.0004881,,,2.2,9.155,,488148.0
,Tea Meme Coin,TEA,"$1,573.26",,,3.7,0.472,-1.698,487332.0
,XRP Classic,XRPC,$0.0007288,,,1.1,-8.838,-0.936,485869.0
3795,Cosmic Universe Magick,MAGICK,$0.0076,"$651,512",,2.0,-1.519,-0.207,485649.0
,DumbMoney,GME,$0.004849,,,1.0,34.224,0.558,484926.0
3797,TrumpChain,DJT,$0.0006251,"$625,457",,0.4,-42.858,-0.898,484729.0
3798,QuiverX,QRX,$0.005306,"$531,543",,0.1,4.127,0.291,484229.0
3801,ISLAMICOIN,ISLAMI,$0.0001656,"$1,554,646",,3.7,0.039,-0.544,483751.0
3824,Ixcoin,IXC,$0.02303,"$483,633",,,,,483630.0
3836,Azzure,AZR,$0.0003591,,,,,,483216.0
,Coffee,COFFEE,$0.004791,,,3.7,2.57,-1.214,482994.0
3799,Collab.Land,COLLAB,$0.001931,"$1,930,922",,4.1,-13.865,-0.706,482730.0
3802,Pigeon Tech,GOVAI,$0.0004821,"$482,016",,14.0,-36.719,1.239,482016.0
,Xpad.pro,XPP,$0.003169,,,4.0,,10.315,481336.0
3852,MATT,MATT,$2.37,"$481,333",,,,,481333.0
,Zegent AI,ZGEN,$0.0005823,,,16.2,-33.051,-0.984,481319.0
3803,AIMX,AIMX,$0.001215,"$714,768",,6.1,10.653,-1.228,479753.0
,Mecha Morphing,MAPE,$0.00479,,,0.6,6.139,-0.011,478964.0
3804,Castle Of Blackwater,COBE,$0.06405,"$6,404,676",,16.5,15.038,-1.068,478655.0
3809,Mona,MONA,$0.0558,"$478,216",,0.9,-26.827,0.378,478216.0
3817,Walrus the tusk,$TUSK,$0.00005311,"$477,959",,6.0,-44.738,-0.195,477959.0
3806,Wagerr,WGR,$0.001845,,,0.8,3.93,0.356,477824.0
,TONY THE DUCK,TONY,$0.0004774,,,4.3,-3.831,-3.339,477693.0
3805,Buffer Token,BFR,$0.01531,"$1,532,307",,0.2,4.227,-1.664,477306.0
,Daikodex,DKD,$0.004771,,,,,,477121.0
3814,Aegis Ai,AEGIS,$0.004748,"$477,103",,1.8,-5.075,-0.135,477103.0
,BlastOff,OFF,$0.04771,,,9.8,-23.136,3.205,476994.0
3808,Changer,CNG,$0.01139,"$2,278,816",,1.2,-2.49,-0.832,476401.0
3811,Golden Inu,GOLDEN,"$1,635.90","$681,919",,3.0,2.195,3.379,475819.0
,MACKEREL•PACKS (Runes),MACKS,$0.0001586,,,9.0,-8.474,,475701.0
3807,Riecoin,RIC,$0.007004,"$588,338",,0.0,7.962,-0.563,475698.0
,Lunarlens,LUNARLENS,$0.004357,,,0.2,-12.056,-0.709,475579.0
3813,Ponzi Express,PONZIE,$0.004767,"$475,314",,41.6,-56.034,-0.77,475314.0
,PMG Coin,PMG,$0.0002371,,,8.5,-20.119,0.035,474120.0
3819,King Shiba,KINGSHIB,$0.001217,"$1,222,654",,1.7,13.212,1.041,474095.0
3818,Koyo,KOY,$0.0008876,"$505,071",,0.5,30.397,-0.812,473598.0
3816,SPORT,SPORT,$0.0009018,"$1,127,197",,6.5,-22.996,0.022,473380.0
,FAT CAT,FATCAT,"$24,650.73",,,2.3,2.905,-0.697,472802.0
3820,Football World Community,FWC,"$181,608","$2,296,446",,1.8,-3.866,0.007,472605.0
,Britt,BRITT,$0.0004723,,,4.8,19.675,-0.716,472335.0
3843,Chronicle,XNL,$0.009825,"$983,168",,13.4,8.762,0.153,472318.0
,NIAO,NIAO,"$2,112.38",,,2.9,20.597,-0.272,472237.0
3828,Hypersign Identity,HID,$0.01385,"$694,383",,3.1,-1.843,1.291,472181.0
3826,Dragon Sun,DRGN,$0.0004705,"$471,663",,1.2,-21.941,0.803,471663.0
3902,Bread,BRD,$0.005305,,,,,,471432.0
,BOLT on Base,BOLT,$0.0004934,,,8.2,1.27,-1.389,471327.0
3821,Cindicator,CND,$0.0002442,"$488,320",,2.2,-30.766,-0.043,471049.0
,Bloodboy,BLOOD,$0.0004701,,,3.7,-10.782,-0.913,469859.0
3822,Spodermen,SPOODY,$0.0004842,"$469,845",,3.1,-8.189,-0.61,469845.0
3823,Carlo,CARLO,$0.0004698,"$469,691",,14.2,-20.166,-3.45,469691.0
3825,Monke,MONKE,"$2,591.12","$469,658",,5.9,-31.604,-0.994,469658.0
,SHIBGF,SHIBGF,"$1,193.99",,,2.1,-3.146,,469378.0
3869,Plasma Finance,PPAY,$0.0004934,"$493,441",,,,,468769.0
,Green Ben,EBEN,$0.03284,,,,,,468341.0
,ScamFari,SCM,"$35,494.66",,,0.7,3.241,-0.509,467504.0
,ether.fi weETHs,WEETHS,"$2,719.82","$420,268,023",,2.7,6.036,-0.434,467154.0
3827,TaiNet,TAI,$0.02223,"$467,145",,3.7,-63.67,-0.906,467145.0
3829,Spores Network,SPO,$0.0004405,"$2,206,879",,0.4,-0.91,0.109,467109.0
3966,Cake Monster,MONSTA,$0.00005668,"$467,262",,,,,467032.0
3830,Aperture Finance,APTR,$0.005132,"$5,130,781",,4.8,-7.068,-0.431,466388.0
3832,Wpphmrmbdtrsj2p0eb69i,META,$0.0004675,"$466,094",,23.4,-25.224,-1.186,466094.0
,DogeBonk,DOBO,$0.001109,,,14.6,14.998,-1.008,465893.0
,UGOLD Inc.,UGOLD,"$2,872.93","$9,236,696,330",,1.0,1.245,,465501.0
,pepewifhat,PIF,"$7,314.20",,,0.9,-37.368,-2.696,464553.0
3833,First Dog to Buy Crypto,TOSHI,$0.0005037,"$464,247",,17.9,48.352,-1.862,464247.0
,777FuckIlluminatiWorldwid,FIW,$0.0004695,,,4.9,-8.461,-0.371,463819.0
3834,X,X,"$1,609.69","$463,817",,5.1,12.467,-1.083,463817.0
